ранг	кандзи	freq	pmw	кум%	написания
531	評	29054	148.7486	77.215	評価(19805)/評判(1938)/評論(1349)/批評(1178)/好評(880)/評議(715)/評定(381)/評(349)/定評(282)/評し(264)/書評(205)/論評(152)/評さ(142)/風評(130)/悪評(93)/短評(91)/不評(90)/品評(84)/総評(84)/酷評(78)
532	走	28889	147.9039	77.264	走っ(5669)/走る(3589)/走り(3461)/走行(2022)/走ら(1537)/暴走(887)/馳走(838)/滑走(688)/走(525)/走れ(465)/出走(431)/競走(429)/脱走(405)/前走(382)/逃走(366)/疾走(351)/走者(298)/奔走(270)/走れる(268)/走り回っ(257)
533	速	28845	147.6786	77.312	高速(4571)/速度(4246)/急速(2938)/速(1993)/早速(1845)/迅速(1817)/加速(1747)/速い(1377)/速く(1255)/速やか(1032)/快速(506)/時速(497)/減速(476)/速報(430)/速攻(246)/速水(240)/速記(226)/低速(211)/風速(192)/速力(191)
534	殺	28798	147.4380	77.361	殺し(4333)/自殺(3668)/殺人(3665)/殺さ(3266)/殺す(1771)/殺害(1402)/暗殺(998)/相殺(674)/虐殺(600)/殺到(458)/殺菌(449)/射殺(295)/殺そう(291)/必殺(285)/人殺し(272)/抹殺(267)/殺し屋(260)/殺戮(260)/殺虫(251)/殺傷(250)
535	追	28737	147.1257	77.410	追加(4507)/追っ(2190)/追求(1971)/追わ(1316)/追いかけ(1245)/追う(1143)/追放(1100)/追及(1055)/追跡(791)/追い(712)/追い込ま(504)/追記(465)/追いつめ(384)/追悼(347)/追いかける(336)/追い詰め(325)/追いつい(292)/追いつか(286)/追い出し(281)/追っかけ(275)
536	史	28620	146.5267	77.458	歴史(15651)/史(6209)/史料(1162)/史上(663)/史跡(475)/女史(460)/史学(266)/史実(210)/史記(191)/史観(182)/正史(147)/史書(145)/史郎(137)/国史(104)/史家(99)/敦史(98)/有史(83)/史子(82)/孝史(80)/戦史(74)
537	般	28594	146.3936	77.506	一般(25348)/全般(1923)/先般(412)/般若(339)/各般(155)/諸般(148)/今般(131)/万般(38)/般化(30)/過般(29)/般(22)/這般(9)/百般(7)/大般(3)
538	系	28516	145.9942	77.554	系(18563)/体系(3112)/系統(1544)/系列(1269)/日系(856)/系譜(495)/家系(377)/水系(310)/直系(287)/系図(228)/理系(201)/文系(158)/同系(142)/大系(126)/山系(95)/傍系(76)/一系(73)/父系(62)/母系(60)/茶系(58)
539	居	28475	145.7843	77.602	居(4713)/居住(3102)/居る(2000)/住居(1984)/同居(1756)/芝居(1669)/入居(1288)/居間(1142)/居酒屋(759)/隠居(549)/居宅(526)/居心地(524)/中居(519)/別居(491)/鳥居(479)/居り(397)/居所(301)/新居(288)/皇居(278)/居眠り(269)
540	左	28423	145.5181	77.650	左(8729)/左右(5016)/左手(2563)/左側(1527)/左足(666)/左翼(662)/左近(515)/左上(492)/左腕(423)/左下(418)/左折(275)/左端(271)/左京(195)/左記(190)/左岸(186)/左肩(183)/左派(174)/左利き(163)/左様(158)/左辺(155)
541	含	28374	145.2672	77.698	含む(8570)/含め(8000)/含ま(6920)/含ん(1856)/含み(849)/含有(502)/含める(476)/包含(191)/含(111)/含意(105)/含み益(90)/含量(89)/含み損(82)/含み笑い(76)/含めれ(57)/含蓄(50)/含水(43)/弱含み(43)/含羞(28)/言い含め(27)
542	誰	28373	145.2621	77.746	誰(28054)/誰々(64)/誰彼(61)/誰れ(58)/誰それ(55)/誰何(52)/誰某(13)/誰人(8)/誰方(8)
543	障	28302	144.8986	77.794	障害(17109)/保障(5653)/支障(1482)/故障(1354)/障子(617)/障がい(492)/障壁(404)/内障(316)/身障(123)/耳障り(93)/障(74)/障る(70)/目障り(65)/障り(65)/障っ(55)/障碍(48)/差し障り(46)/霊障(46)/当たり障り(45)/罪障(29)
544	児	28223	144.4941	77.841	児童(7942)/児(4968)/育児(3036)/幼児(2575)/鹿児島(1604)/小児(1538)/乳幼児(1133)/胎児(788)/乳児(725)/託児(426)/児玉(413)/男児(380)/孤児(370)/園児(336)/女児(264)/遺児(205)/稚児(125)/嬰児(120)/児島(117)/患児(115)
545	普	28205	144.4020	77.889	普通(16840)/普及(5210)/普段(3852)/普遍(1320)/普請(228)/普賢(181)/普天間(150)/普斎(94)/普(66)/普選(57)/普化(31)/普仏(28)/普門(20)/普代(18)/普く(14)/普勧(12)/普天(12)/普浄(12)/普猷(10)/普光(6)
546	降	28031	143.5111	77.936	以降(10960)/降り(4350)/降っ(2056)/降る(1016)/降りる(903)/降伏(726)/降下(643)/下降(564)/降ら(443)/降水(405)/降ろし(393)/飛び降り(306)/降雨(237)/昇降(189)/降り立っ(180)/乗降(168)/降格(168)/降臨(150)/降ろす(145)/降参(143)
547	首	27904	142.8609	77.983	首(9865)/首相(4987)/首都(2841)/首脳(1307)/手首(1135)/首長(755)/乳首(686)/足首(652)/首位(502)/首筋(474)/党首(336)/首尾(288)/元首(240)/首席(216)/首輪(211)/船首(170)/機首(165)/自首(161)/絞首(149)/首領(147)
548	姿	27885	142.7637	78.030	姿(19781)/姿勢(6027)/容姿(453)/後ろ姿(449)/後姿(114)/姿形(91)/姿態(88)/うしろ姿(82)/浴衣姿(72)/雄姿(59)/勇姿(52)/姿見(42)/立ち姿(42)/姿かたち(39)/着姿(36)/寝姿(33)/風姿(33)/袴姿(30)/葉姿(24)/似姿(19)
549	精	27463	140.6031	78.077	精神(15012)/精(1659)/精度(1020)/精密(880)/受精(690)/精力(641)/精子(634)/精霊(591)/妖精(581)/精製(350)/精進(348)/精米(293)/射精(280)/精算(272)/精通(268)/精液(251)/精油(206)/精巧(197)/精鋭(196)/精査(183)
550	守	27444	140.5059	78.123	守る(4964)/守っ(2393)/守り(2351)/留守(1853)/保守(1744)/守(1576)/守ら(1501)/守護(1267)/守備(1087)/見守っ(1045)/遵守(669)/見守る(589)/守ろう(504)/天守(445)/守れ(401)/守山(341)/見守り(339)/看守(299)/子守(245)/厳守(219)
551	紙	27383	140.1936	78.169	紙(9943)/手紙(7098)/表紙(1235)/用紙(736)/紙幣(537)/紙面(496)/壁紙(386)/紙袋(386)/印紙(359)/白紙(353)/和紙(340)/色紙(273)/紙芝居(267)/製紙(266)/型紙(222)/紙片(221)/折り紙(208)/古紙(171)/紙切れ(164)/別紙(162)
552	毎	27203	139.2720	78.215	毎日(11820)/毎年(4843)/毎週(2598)/毎月(2532)/毎(1443)/毎回(1407)/毎朝(809)/毎晩(668)/毎度(351)/毎夜(150)/毎秒(150)/毎分(76)/毎時(68)/毎号(62)/毎食(54)/毎期(38)/田毎(27)/毎夕(23)/大毎(14)/東毎(11)
553	極	27134	138.9187	78.261	積極(8011)/極めて(3737)/極端(2110)/極(1233)/究極(1026)/消極(673)/極力(671)/南極(587)/極東(587)/極度(486)/極楽(481)/極限(473)/見極め(462)/極め(447)/北極(342)/極秘(333)/電極(330)/至極(287)/見極める(263)/太極(259)
554	囲	27018	138.3249	78.307	範囲(9227)/雰囲気(5855)/周囲(5816)/囲ま(1851)/包囲(587)/囲ん(557)/囲む(437)/囲い(326)/囲碁(302)/囲み(274)/取り囲む(204)/取り囲ん(190)/囲っ(161)/取り囲ま(135)/囲炉裏(132)/囲わ(90)/腹囲(74)/囲う(70)/囲い込み(64)/胸囲(50)
555	飲	27007	138.2685	78.352	飲ん(6785)/飲み(4478)/飲む(3713)/飲ま(1756)/飲食(1330)/飲料(1130)/飲み物(1111)/飲め(834)/飲酒(721)/飲み会(513)/飲める(376)/飲み屋(274)/飲み干し(266)/飲もう(253)/飲み込ん(218)/飲用(218)/酒飲み(149)/飲み込ま(127)/飲み込む(122)/飲まさ(120)
556	従	26741	136.9067	78.397	従来(6838)/従っ(4766)/従業(3658)/従事(2605)/従う(1188)/従い(1159)/従え(578)/従わ(526)/従前(507)/従属(479)/服従(470)/従(406)/従順(335)/従軍(301)/従者(300)/侍従(296)/専従(213)/従兄弟(202)/主従(190)/追従(186)
557	婚	26674	136.5637	78.442	結婚(16725)/離婚(3931)/婚姻(989)/婚約(924)/既婚(726)/再婚(608)/未婚(601)/新婚(561)/婚(319)/婚礼(220)/冠婚(160)/求婚(109)/初婚(92)/晩婚(85)/婚家(69)/婚外(60)/成婚(59)/許婚(56)/金婚(47)/婚式(33)
558	青	26640	136.3896	78.487	青年(4664)/青(2635)/青少年(2628)/青い(2300)/青森(1276)/青春(1106)/青山(1083)/青木(963)/青空(824)/青色(686)/青く(509)/青葉(444)/青銅(441)/青白い(348)/青ざめ(323)/刺青(289)/真っ青(261)/青柳(224)/青梅(216)/青島(198)
559	警	26586	136.1131	78.532	警察(13051)/警戒(2182)/警備(1840)/警部(1638)/警官(1609)/警視(1356)/警告(1355)/警(1007)/警報(969)/警護(312)/警鐘(144)/道警(139)/警固(94)/自警(92)/警防(78)/警務(71)/警衛(68)/警ら(58)/県警(55)/警笛(55)
560	末	26502	135.6831	78.577	末(10265)/年末(2004)/週末(1605)/始末(1588)/末期(1219)/端末(1208)/幕末(758)/結末(564)/粗末(540)/末端(534)/粉末(467)/期末(436)/末日(409)/終末(378)/末尾(357)/巻末(333)/月末(330)/末梢(326)/末裔(172)/末っ子(171)
561	横	26436	135.3452	78.622	横(8233)/横浜(4202)/横断(1248)/横たわっ(662)/横山(648)/横ばい(619)/横田(527)/横顔(527)/横尾(471)/横須賀(465)/横綱(443)/縦横(394)/横目(378)/横切っ(356)/横領(327)/横たわる(262)/横行(241)/横軸(212)/横切る(209)/横たえ(200)
562	株	26161	133.9373	78.666	株式(8622)/株(6062)/株主(3678)/株価(2658)/（株）(1714)/新株(802)/株券(772)/持株(564)/持ち株(256)/株数(120)/株分け(91)/切り株(82)/株安(61)/株高(56)/株元(43)/古株(41)/異株(40)/子株(39)/大株(36)/親株(36)
563	僕	26142	133.8400	78.710	僕(25868)/下僕(130)/従僕(68)/公僕(21)/老僕(16)/家僕(14)/僕ァ(8)/奴僕(6)/忠僕(3)/義僕(3)/僕婢(1)/僕蔵(1)/太僕(1)/婢僕(1)/学僕(1)
564	衛	26134	133.7990	78.754	防衛(5164)/自衛(3967)/衛生(3141)/衛星(2816)/護衛(673)/近衛(658)/兵衛(322)/長兵衛(307)/前衛(288)/十兵衛(284)/右衛門(250)/衛門(246)/守衛(183)/親衛(171)/吉兵衛(155)/権兵衛(133)/勘兵衛(129)/衛兵(128)/半兵衛(123)/衛(121)
565	援	26116	133.7069	78.798	支援(13071)/援助(6272)/応援(3721)/救援(667)/援護(644)/後援(469)/声援(326)/援軍(237)/援用(166)/増援(90)/義援(78)/海援(69)/無援(64)/援兵(31)/援け(29)/援交(26)/来援(25)/援(24)/伯援(16)/援農(16)
566	熱	26009	133.1591	78.842	熱(5361)/熱い(2212)/熱心(2083)/情熱(1494)/熱く(1334)/熱帯(1215)/加熱(1201)/熱し(794)/熱中(719)/発熱(680)/熱湯(620)/熱意(589)/熱狂(535)/熱気(513)/断熱(382)/高熱(361)/熱烈(328)/耐熱(322)/熱海(318)/白熱(258)
567	薬	25941	132.8109	78.886	薬(9983)/薬物(1562)/薬剤(1561)/麻薬(1259)/医薬(1245)/農薬(1154)/薬局(759)/薬品(674)/製薬(581)/火薬(365)/薬師(356)/薬草(328)/弾薬(302)/投薬(244)/新薬(216)/薬用(215)/目薬(208)/薬指(205)/服薬(201)/薬味(193)
568	為	25916	132.6829	78.929	行為(15042)/為(5832)/為替(1721)/作為(553)/人為(374)/当為(280)/為す(248)/外為(207)/無為(197)/為政(142)/為め(124)/為朝(120)/所為(115)/為し(110)/有為(91)/為さ(78)/阿弖流為(59)/営為(53)/為メ(48)/為る(31)
569	独	25813	132.1556	78.973	独立(6449)/独自(3808)/独特(2189)/単独(2172)/独占(2019)/孤独(1573)/独身(1436)/独裁(809)/独り(596)/独創(532)/独(427)/独断(328)/独り言(322)/独学(254)/西独(189)/独禁(166)/独房(152)/独歩(135)/日独(134)/独走(131)
570	寄	25700	131.5771	79.016	寄せ(2830)/寄与(1971)/寄っ(1719)/年寄り(1535)/寄付(1186)/寄り(843)/寄附(569)/引き寄せ(561)/寄生(549)/立ち寄っ(475)/押し寄せ(465)/最寄り(465)/寄せる(415)/取り寄せ(408)/近寄っ(379)/寄る(375)/寄託(328)/年寄(296)/立ち寄り(274)/駆け寄っ(274)
571	景	25643	131.2852	79.060	背景(5879)/景気(4603)/風景(3928)/光景(2414)/景観(1823)/景色(1677)/情景(616)/夜景(503)/景(381)/景品(381)/景子(331)/景勝(255)/景虎(191)/景行(185)/絶景(183)/殺風景(159)/全景(125)/八景(119)/景況(108)/景山(101)
572	絶	25604	131.0856	79.103	絶対(11600)/絶え(1711)/絶望(1282)/拒絶(1037)/絶滅(783)/絶好(599)/絶妙(574)/中絶(532)/絶叫(395)/断絶(360)/絶大(358)/絶頂(324)/絶(309)/絶賛(291)/絶縁(287)/途絶え(284)/絶た(275)/絶句(267)/廃絶(256)/絶え間(252)
573	突	25527	130.6913	79.146	突然(6581)/衝突(1741)/突破(1199)/突入(1128)/突っ込ん(783)/突如(621)/突き出し(532)/唐突(528)/突い(484)/突起(444)/突きつけ(441)/突進(436)/煙突(376)/突き(361)/突出(359)/激突(348)/突撃(336)/突っ込み(313)/突発(301)/突き出(287)
574	被	25506	130.5838	79.189	被害(11655)/被(5066)/被告(2226)/被災(1251)/被疑(847)/被っ(667)/被爆(434)/被験(358)/被用(332)/被写(327)/被る(243)/被覆(220)/被ばく(211)/被曝(183)/被り(154)/被服(133)/被審(128)/被せ(117)/被弾(86)/被毛(77)
575	兵	25497	130.5377	79.232	兵(4098)/兵器(2638)/兵士(2362)/兵庫(1669)/兵隊(863)/兵力(806)/歩兵(489)/騎兵(448)/憲兵(422)/徴兵(348)/出兵(344)/兵衛(322)/海兵(322)/兵法(313)/長兵衛(307)/将兵(302)/十兵衛(284)/米兵(240)/水兵(227)/兵役(214)
576	響	25468	130.3893	79.275	影響(18782)/響き(1716)/響い(1078)/響く(825)/交響(818)/音響(531)/反響(492)/響か(257)/響(213)/鳴り響い(134)/鳴り響く(105)/響木(92)/地響き(67)/響子(52)/鳴り響き(50)/残響(34)/九響(31)/響孔(23)/響紀(19)/響き合う(17)
577	因	25387	129.9746	79.318	原因(13144)/要因(5527)/因子(1203)/起因(866)/因果(773)/因み(491)/死因(433)/一因(383)/因縁(340)/因(271)/因島(158)/誘因(147)/主因(130)/病因(107)/因幡(95)/心因(82)/敗因(75)/遠因(70)/内因(69)/因数(68)
578	藤	25357	129.8210	79.361	佐藤(3058)/藤原(2118)/伊藤(2099)/加藤(1989)/近藤(1082)/斎藤(1014)/藤田(872)/葛藤(783)/後藤(764)/藤井(678)/遠藤(655)/安藤(597)/工藤(588)/藤(579)/斉藤(549)/藤沢(522)/内藤(484)/藤岡(359)/藤村(341)/江藤(308)
579	温	25347	129.7698	79.403	温泉(4953)/温度(3809)/気温(2385)/温暖(1673)/体温(1292)/温かい(1097)/高温(1008)/温め(876)/低温(692)/温室(654)/温(530)/温かく(484)/水温(458)/保温(431)/室温(374)/温める(358)/温か(315)/温水(301)/温存(288)/常温(224)
580	完	25209	129.0633	79.446	完全(10603)/完成(6249)/完了(2475)/完璧(1850)/補完(766)/完結(610)/完備(325)/完治(313)/完売(207)/完(191)/完済(147)/完食(144)/完熟(132)/完封(131)/完敗(129)/完走(124)/未完(104)/完遂(99)/完投(94)/完ぺき(71)
581	林	25141	128.7151	79.488	林(5816)/森林(4194)/農林(2748)/小林(2060)/林業(1438)/林野(907)/林道(641)/山林(491)/造林(393)/農林漁業(314)/植林(280)/林檎(272)/若林(262)/営林(235)/樹林(196)/農林業(189)/松林(179)/東海林(170)/林家(165)/林田(159)
582	派	25051	128.2543	79.531	派(9243)/派遣(6344)/立派(3315)/派手(1430)/派閥(548)/宗派(474)/学派(384)/派生(372)/党派(358)/特派(284)/一派(272)/会派(229)/流派(193)/右派(187)/左派(174)/派出(162)/派兵(131)/両派(96)/分派(80)/各派(74)
583	更	25017	128.0803	79.573	変更(11556)/更新(4434)/更に(3767)/更生(1531)/今更(607)/木更津(461)/更年(391)/更なる(271)/更正(266)/更衣(239)/更迭(160)/更(157)/更け(148)/尚更(118)/夜更かし(101)/夜更け(99)/音更(95)/更紗(84)/更地(77)/殊更(74)
584	球	25002	128.0035	79.615	地球(8094)/野球(4766)/球(2409)/球団(981)/琉球(827)/球場(761)/血球(665)/電球(561)/投球(408)/卓球(402)/球根(372)/半球(371)/眼球(332)/打球(321)/四球(236)/送球(206)/球菌(192)/球界(147)/球形(140)/球体(134)
585	銀	24936	127.6656	79.657	銀行(13857)/銀(2244)/銀座(1989)/銀河(1038)/日銀(733)/銀色(538)/水銀(484)/金銀(333)/銀杏(273)/長銀(260)/世銀(206)/白銀(157)/銀山(150)/地銀(147)/銀貨(142)/銀塩(110)/都銀(106)/拓銀(96)/銀製(96)/銀魂(86)
586	息	24883	127.3942	79.699	息子(8445)/息(5915)/ため息(1427)/利息(1119)/生息(959)/休息(505)/一息(498)/溜息(456)/喘息(434)/消息(424)/吐息(394)/溜め息(309)/窒息(269)/子息(241)/安息(192)/ひと息(186)/息抜き(179)/嘆息(174)/寝息(170)/息づかい(169)
587	週	24856	127.2560	79.741	週間(9359)/週(4252)/毎週(2598)/今週(1894)/週末(1605)/先週(1408)/来週(1407)/週刊(1272)/週休(378)/翌週(115)/週明け(115)/前週(111)/隔週(76)/次週(54)/週数(41)/週報(32)/週給(29)/週足(20)/週日(19)/週番(16)
588	隊	24805	126.9949	79.783	隊(10586)/部隊(3707)/軍隊(2059)/艦隊(1587)/隊長(901)/兵隊(863)/隊員(753)/連隊(554)/中隊(527)/小隊(396)/戦隊(372)/入隊(331)/大隊(300)/分隊(180)/隊士(164)/本隊(157)/編隊(148)/一隊(132)/隊列(126)/除隊(110)
589	去	24781	126.8720	79.825	過去(9479)/去年(2985)/去っ(1719)/除去(1647)/去る(974)/消去(712)/撤去(537)/死去(530)/去り(462)/退去(376)/立ち去っ(343)/去勢(284)/置き去り(279)/立ち去る(209)/過ぎ去っ(204)/消え去っ(193)/走り去っ(182)/去ら(178)/忘れ去ら(137)/去(111)
590	渡	24769	126.8106	79.867	譲渡(3423)/渡し(2825)/渡っ(2248)/渡辺(1739)/渡り(1308)/渡る(1278)/渡す(995)/渡さ(762)/手渡し(591)/渡来(473)/渡航(468)/佐渡(414)/見渡し(354)/見渡す(316)/引渡し(306)/引き渡し(300)/渡(289)/渡部(261)/渡米(223)/過渡(201)
591	船	24680	126.3549	79.908	船(9755)/船舶(2098)/船員(840)/船長(806)/漁船(710)/造船(693)/風船(470)/船団(380)/船橋(378)/乗船(364)/商船(313)/船体(279)/汽船(267)/船内(254)/船頭(252)/艦船(249)/帆船(240)/船上(212)/湯船(210)/客船(206)
592	抜	24631	126.1041	79.950	抜け(3415)/抜い(2331)/抜き(1687)/抜く(1241)/抜群(958)/抜ける(863)/抜本(714)/選抜(698)/抜か(689)/抜け出し(448)/抜粋(423)/手抜き(353)/通り抜け(338)/見抜い(327)/抜擢(279)/吹き抜け(241)/間抜け(234)/抜け出す(209)/引き抜い(201)/見抜く(200)
593	補	24627	126.0836	79.991	補助(6284)/候補(3571)/補償(2363)/補正(1557)/補給(1446)/補強(937)/補(849)/補完(766)/補佐(754)/補充(753)/補足(635)/補う(587)/補修(537)/補導(471)/補欠(281)/補っ(277)/補てん(270)/補習(144)/てん補(134)/修補(118)
594	戻	24494	125.4027	80.033	戻っ(8723)/戻る(3221)/戻り(2614)/戻し(1863)/戻す(1174)/取り戻し(842)/戻ら(632)/取り戻す(627)/戻れ(456)/戻ろう(308)/戻さ(177)/払い戻し(172)/戻れる(167)/戻そう(147)/買い戻し(139)/逆戻り(139)/後戻り(126)/戻せ(126)/舞い戻っ(117)/取り戻そう(113)
595	許	24429	125.0699	80.074	許可(5784)/許さ(3983)/免許(3617)/特許(3083)/許し(2793)/許せ(909)/許す(852)/許容(791)/許(491)/許諾(242)/許認可(216)/手許(205)/許せる(186)/口許(153)/足許(117)/勅許(89)/身許(60)/枕許(58)/許婚(56)/国許(53)
596	頼	24288	124.3480	80.115	信頼(5736)/依頼(4145)/頼ん(2569)/頼む(1565)/頼ま(1303)/頼り(1279)/頼み(1227)/頼朝(810)/頼っ(718)/頼る(646)/頼ら(474)/勝頼(369)/秀頼(223)/頼もしい(217)/頼め(208)/頼りない(196)/無頼(185)/頼れる(121)/頼家(121)/頼子(108)
597	背	24264	124.2251	80.156	背景(5879)/背(4472)/背中(4105)/背後(2908)/背負っ(996)/背筋(805)/背骨(443)/背広(409)/背負い(290)/背面(270)/背丈(267)/背負う(235)/背もたれ(211)/背伸び(175)/背任(158)/背け(134)/猫背(118)/背い(106)/背く(106)/背負わ(96)
598	宮	24240	124.1022	80.197	宮(3277)/子宮(1759)/宮崎(1577)/宮城(1354)/宮殿(979)/宮廷(929)/神宮(807)/宮本(680)/大宮(644)/宮内(553)/宇都宮(470)/宮中(431)/宮沢(381)/王宮(327)/二宮(272)/中宮(250)/西宮(238)/宮田(234)/田宮(230)/宮澤(228)
599	養	24238	124.0920	80.238	栄養(5045)/療養(1906)/養成(1893)/扶養(1681)/教養(1538)/養子(1234)/養護(1092)/培養(1083)/養育(1058)/供養(816)/休養(672)/養殖(640)/養う(427)/養老(367)/養生(356)/飼養(347)/保養(346)/素養(278)/養っ(218)/養分(200)
600	曲	24211	123.9538	80.278	曲(10582)/作曲(1949)/曲線(1480)/曲げ(1065)/曲がっ(863)/曲がり(430)/曲がる(399)/曲目(394)/曲名(380)/新曲(379)/戯曲(335)/名曲(321)/楽曲(315)/屈曲(222)/曲げる(213)/編曲(199)/折り曲げ(190)/曲折(186)/歪曲(172)/歌曲(167)
601	武	24210	123.9487	80.319	武器(2764)/武士(2413)/武田(1564)/武装(1307)/武力(1221)/武蔵(1204)/西武(961)/武家(773)/武(719)/武将(602)/武道(596)/武者(513)/武蔵野(468)/天武(298)/武官(260)/東武(258)/武藤(251)/武雄(250)/神武(237)/武芸(231)
